desc,reduced_topic_id
  Borrower added on 07/21/13 > I intend to pay off and close Bank of America credit card with it's 29.9% interst rate. I also intend to close Bill Me Later account with the funds received from this loan. Combined savings over $200 per month with this action.<br>,-1
  Borrower added on 03/28/12 > Paying off the higher Interest Cards<br><br>  Borrower added on 03/28/12 > If possible would like to have the funds deposited before the 10th of april so that I may start paying off the accounts that are coming due<br>,0
"  Borrower added on 10/08/13 > My loan is to consolidate several high interest rate credit card debts so that I can reduce my monthly payments. Also, I have several home repair projects that I would like to complete before the weather gets cold. Finally, I would like to give a relative in need some help with buying a car.<br>",1
  Borrower added on 12/31/13 > consolidate credit cards.<br>,0
"  Borrower added on 01/25/13 > I took a chance, started a business, and financed it through credit card debt. Unfortunately, I failed. This loan will consolidate my remaining debt balances, lower my debt interest rates, and enable me to pay my bills in full.<br>",-1
"  Borrower added on 08/18/12 > This year has been very expensive, and I've ended putting things on my credit card.  I have high rates on my credit cards and I'm sick of seeing how much I pay every month and basically watching the balance stay the same.<br>",-1
  Borrower added on 11/08/13 > Debt consolidation<br><br> Borrower added on 11/09/13 > Debt consolidation<br>,2
  Borrower added on 08/07/13 > I am wanting to consolidate high interest credit card debt as a step towards financial independence. Thank you for your time.<br>,0
"  Borrower added on 03/29/11 > Planning to use the funds to purchase investment property. I already have 15k cash but I need some extra funds. I am currently working at Open Dental Software, where I have been for over 4 years. My job is extremely stable, as I am the programming lead. At this point in my life I have been saving about 2k per month hoping to invest it in order to generate passive rental income. I don't want to miss the wonderful opportunities that the current market has to offer, because such good prices may not return in my lifetime.<br/>",-1
  Borrower added on 04/09/13 > My loan is to consolidate my credit card debt. These economic times have been tough and I haven't received a raise in four years.<br>,0
  Borrower added on 10/28/13 > I have a car loan and credit card balances all at a high interest rates and high monthly payments. I want to consolidate to a lower monthly payments and lower interst rates.<br>,0
  Borrower added on 01/15/12 > I plan to pay off all my debts excluding home and auto and be debt free except for these two in 3 years. I have a proven record of being a good borrower and repaying my debts. I have a very stable job having worked at the same place for 22 years.<br>,-1
  Borrower added on 05/18/12 > I&quot;m using my funds to combine all my credit cards in to one monthly payment. I have always paid all of my credit cards on time. I have a perfect track record on my credit report. My job is very stable with a company that has been in business for 22 plus year.<br>,1
  Borrower added on 09/07/12 > This loan is meant to consolidate several credit cards into one payment and to place a finish line for the payments. I have an excellent payment history and have honored all agreements but I am tired of not making any real progress at eliminating my dept.<br>,0
  Borrower added on 08/25/11 > I would be using this loan to consolidate my debt but also I am moving and I have car repairs that need to be taken care of. This is all taking place at the same time which is why I am asking for this loan. Thank you very much for your consideration.<br/>,-1
  Borrower added on 10/19/13 > Credit card and vehicle loan consolidation for better money management and improve my credit rating.<br>,-1
  Borrower added on 12/03/12 > This loan is to consolidate a few bills and have some money left over to have a comfortable Christmas.<br>,-1
"  Borrower added on 06/04/12 > Right now I pay about $1,600.00 a month in payments to credit cards and medical bills. With this loan I can lower my monthly bill's by half and have them paid off faster.<br><br>  Borrower added on 06/05/12 > House Payment $965.00 that is with taxes and insurance.<br>Car payment $569<br>Car/other loan $1,008.00 <br>Electric $300<br>Direct TV/ Cell Phone $300 ish<br>Car Insurance $169<br>Food $800.00 ish<br>We currently pay about $1,600.00 in credit card and medical debt. This loan would make this amount under $600.<br>",-1
  Borrower added on 04/02/13 > I am trying to consolidate credit card debt to assist in paying my debt down faster.<br>,0
  Borrower added on 02/14/13 > We need to consolidate some high interest unsecured debt.  Up to this point any consolidation loan we have looked into didn't seem to help and we wanted the loan to be set in such a way as to have it paid off in five years.<br>,-1
"  Borrower added on 09/24/10 > Currently paying over 20% to one of the bigger, less scrupulous national banks. Would much rather pay interest to individual investors. My repayment history is excellent - I've never missed a payment. I can easily afford my payments now, but this loan will allow me to pay off this debt sooner and at a lower cost.<br/>",-1
"  Borrower added on 12/03/12 > I am going to use this loan first to pay our IRS fees that our accountant screwed up. I will then pay all our credit cards. Its better to just pay everything with just one person to pay it to. I hope to get this loan, this will really help us a lot.<br>",-1
  Borrower added on 04/07/12 > I would like to get this loan to pay off credit card with higher interest<br>,-1
  Borrower added on 11/17/13 > With my debts &amp; high interest rates I'm not able to move forward in life. I work too hard to be living paycheck to paycheck and aren't able to enjoy life. This loan will give me the chance to live comfortably.<br>,1
  Borrower added on 01/01/14 > I wanted to pay off some credit cards and pay down others. Also I wanted to clean up some old bills with the funds if I get approved.<br>,-1
  Borrower added on 01/27/12 > Hello! I am an excellent risk who has no late payments or delinquencies. I am hard working and reliable and plan on becoming an investor as well as a borrower.  I will use this loan to consolidate my bills and get out of debt at a lower rate.  Thank you in advance for investing in me!<br>,1
  Borrower added on 11/06/12 > To consolidate credit card debt to make one easy payment<br>,0
"hit a patch of ice, car totalled, need car for getting to work and personal use.",30
  Borrower added on 04/19/12 > im just consolidating a high interest credit card so i can save money over the next 3 years<br><br>  Borrower added on 04/21/12 > I have also never missed a payment on anything in my life just for reassurance<br><br>  Borrower added on 04/26/12 > im hoping to get this loan funded by 4/27 feel free to ask any questions you may have.<br>,-1
  Borrower added on 02/15/10 > I plan to use my funds to help pay for night classes.<br/> Borrower added on 02/15/10 > My monthly budget does not consist of much other than food and other necessities.<br/> Borrower added on 02/15/10 > I also have an online business where I sell electronics online.<br/> Borrower added on 02/16/10 > I have set up a plan to pay this load back on time.<br/>,-1
